sheet_row,clean_name,current_category,suggested_category,current_is_universal,suggested_is_universal,suggested_model_slugs,price_min,shopee_link,original_link
105,บูท Motocross LOKAL SV งานพรีเมียม ทนทานมาตรฐานแข่ง,,riding_gear,TRUE,TRUE,,,https://s.shopee.co.th/AAEb23yurq,https://shopee.co.th/LOKAL-SV-Motocross-MX-Trail-Boots-Local-Premium-%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%94%E0%B8%B5%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%AA%E0%B8%B8%E0%B8%94-M5-i.395628788.9321973965
106,ชุดกันฝน The Tank GT2 กันน้ำ 100% ไซส์ใหญ่พิเศษ,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/5L9LHDvPb1,https://shopee.co.th/%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-M-5XL-%E0%B8%81%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%87%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3-100-The-Tank-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99-GT2-%E0%B8%AA%E0%B8%B5%E0%B8%94%E0%B8%B3-i.73099245.1318246300
107,ชุดกันฝนสะท้อนแสงแบบมีฮู้ด เห็นชัด ปลอดภัยตอนกลางคืน,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/8fPnFNkWhv,https://shopee.co.th/%E2%9B%88%EF%B8%8F%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99%E2%9B%88%EF%B8%8F%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99%E0%B8%82%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-%E0%B8%A1%E0%B8%B5%E0%B9%81%E0%B8%96%E0%B8%9A%E0%B8%AA%E0%B8%B0%E0%B8%97%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%AA%E0%B8%87-%E0%B8%AE%E0%B8%B9%E0%B9%89%E0%B8%94%E0%B8%96%E0%B8%AD%E0%B8%94%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B9%84%E0%B8%94%E0%B9%89-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%A7%E0%B8%81%E0%B8%95%E0%B8%B4%E0%B8%94-%E0%B8%9E%E0%B8%A5%E0%B8%B1%E0%B8%AA%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-M-2XL-i.1612966462.45559625523
108,ชุดกันฝนสะท้อนแสงแบบมีฮู้ด เห็นชัด ปลอดภัยตอนกลางคืน,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/4qD4gMuORw,https://shopee.co.th/%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%87%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-%E0%B8%A1%E0%B8%B5%E0%B9%81%E0%B8%96%E0%B8%9A%E0%B8%AA%E0%B8%B0%E0%B8%97%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%AA%E0%B8%87-%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%A7%E0%B8%81%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD-%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B8%9E%E0%B8%81%E0%B8%9E%E0%B8%B2%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B9%83%E0%B8%AB%E0%B8%8D-i.262907062.54060352422
109,"ชุดกันฝน Pole racing ขี่มอเตอร์ไซค์อย่างดี AR801 สีเขียว,สีแดง,สีส้มใหม่ มีทุกไซส์ ถึงไซส์ใหญ่ วันเดียวถึง",,accessory,TRUE,TRUE,,,https://s.shopee.co.th/6L1sT9WPi9,https://shopee.co.th/-%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B8%97%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%B5-%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-Pole-racing-%E0%B8%82%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C%E0%B8%AD%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%94%E0%B8%B5-AR801-%E0%B8%AA%E0%B8%B5%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7-%E0%B8%AA%E0%B8%B5%E0%B9%81%E0%B8%94%E0%B8%87-%E0%B8%AA%E0%B8%B5%E0%B8%AA%E0%B9%89%E0%B8%A1%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88-%E0%B8%A1%E0%B8%B5%E0%B8%97%E0%B8%B8%E0%B8%81%E0%B9%84%E0%B8%8B%E0%B8%AA%E0%B9%8C-%E0%B8%96%E0%B8%B6%E0%B8%87%E0%B9%84%E0%B8%8B%E0%B8%AA%E0%B9%8C%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88-%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B9%80%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%96%E0%B8%B6%E0%B8%87-i.34899395.2075964348
110,Motowolf Motorcycle Rider Raincoat Set Men Color-Matching with Upgraded Hidden Boot Covers แถบสะท้อนแสง Chubasquero Moto,,riding_gear,TRUE,TRUE,,,https://s.shopee.co.th/5VSlTeVY0C,https://shopee.co.th/Motowolf-Motorcycle-Rider-Raincoat-Set-Men-Color-Matching-with-Upgraded-Hidden-Boot-Covers-%E0%B9%81%E0%B8%96%E0%B8%9A%E0%B8%AA%E0%B8%B0%E0%B8%97%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%AA%E0%B8%87-Chubasquero-Moto-i.1291122998.26754384834
111,ชุดกันฝน WinBang แบบชิ้นเดียว ดีไซน์กว้าง ใส่สบาย,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/5L9LHNKvOI,https://shopee.co.th/WinBang-%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99%E0%B8%82%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3-100-%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B8%8A%E0%B8%B4%E0%B9%89%E0%B8%99%E0%B9%80%E0%B8%94%E0%B8%B5%E0%B8%A2%E0%B8%A7-%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%81%E0%B8%A7%E0%B9%89%E0%B8%B2%E0%B8%87%E0%B8%82%E0%B8%B6%E0%B9%89%E0%B8%99-%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B9%80%E0%B8%9B%E0%B8%B5%E0%B8%A2%E0%B8%81%E0%B8%87%E0%B9%88%E0%B8%B2%E0%B8%A2-i.1736768928.28844698327
112,ชุดกันฝน MUTAKIN Racing ไซส์ยักษ์ กันฝนอยู่หมัด,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/7pqgG05r7f,https://shopee.co.th/MUTAKIN-%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-RAINOFF-Raincoat-RACING-%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99%E0%B8%82%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%94%E0%B9%8C-S-8XL-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B9%89%E0%B8%B2%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%81%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%87-%E0%B8%AA%E0%B9%88%E0%B8%87-i.667150515.44405582610
113,ชุดกันฝนสะท้อนแสงแบบมีฮู้ด เห็นชัด ปลอดภัยตอนกลางคืน,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/4fteUD8VgH,https://shopee.co.th/%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88-%E0%B8%A1%E0%B8%B5%E0%B9%81%E0%B8%96%E0%B8%9A%E0%B8%AA%E0%B8%B0%E0%B8%97%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%AA%E0%B8%87-%E0%B8%AB%E0%B8%A1%E0%B8%A7%E0%B8%81%E0%B8%96%E0%B8%AD%E0%B8%94%E0%B9%84%E0%B8%94%E0%B9%89-%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%A5%E0%B8%A1-%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%82%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-%E0%B9%80%E0%B8%94%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%B2%E0%B8%87-%E0%B8%97%E0%B8%B3%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87-i.1367048892.53609743613
114,ชุดกันฝนสะท้อนแสงแบบมีฮู้ด เห็นชัด ปลอดภัยตอนกลางคืน,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/2BCJVeA8ed,https://shopee.co.th/%E0%B9%82%E0%B8%A1%E0%B9%82%E0%B8%95%E0%B8%A7%E0%B8%B9%E0%B8%A5%E0%B9%8C%E0%B8%9F-%E0%B8%AD%E0%B8%B1%E0%B8%9E%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B8%94%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%A1%E0%B8%94%E0%B8%B5%E0%B9%81%E0%B8%AD%E0%B8%A50403%E0%B8%82-%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%81%E0%B8%88%E0%B9%87%E0%B8%84%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%95%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%97%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%AA%E0%B8%87%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B9%8D%E0%B8%B2%E0%B8%99%E0%B9%89%E0%B9%8D%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%9A%E0%B8%B2-(%E0%B8%AA%E0%B8%B5%E0%B8%94%E0%B9%8D%E0%B8%B2-%E0%B9%80%E0%B8%82%E0%B8%B5%E0%B8%A2%E0%B8%A7-%E0%B8%AA%E0%B9%89%E0%B8%A1-%E0%B9%80%E0%B8%97%E0%B8%B2)-i.284378261.25592138057
115,MOTOWOLF MDL เสื้อกันฝน ลายทางสะท้อนแสง เข้าได้กับทุกชุด สําหรับผู้ชาย,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/7KuPfAflJw,https://shopee.co.th/MOTOWOLF-MDL-%E0%B9%80%E0%B8%AA%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-%E0%B8%A5%E0%B8%B2%E0%B8%A2%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%97%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%AA%E0%B8%87-%E0%B9%80%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B9%84%E0%B8%94%E0%B9%89%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B8%97%E0%B8%B8%E0%B8%81%E0%B8%8A%E0%B8%B8%E0%B8%94-%E0%B8%AA%E0%B9%8D%E0%B8%B2%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%8A%E0%B8%B2%E0%B8%A2-i.1171238535.24665912601
116,กล่องท้ายมอเตอร์ไซค์ 45L/48L/52L ลิตร กล่องหลัง กล่อง xmax กล่องท้าย กล่องติดรถ กล่องท้ายรถ กล่องท้าย,,top_box,FALSE,FALSE,,450.0,https://s.shopee.co.th/9KfXKlud8a,https://shopee.co.th/%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-45L-48L-52L-%E0%B8%A5%E0%B8%B4%E0%B8%95%E0%B8%A3-%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87-%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87-xmax-%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2-%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B8%A3%E0%B8%96-%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2%E0%B8%A3%E0%B8%96-%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2-i.1469806007.40752723566
117,VGV หมวกกันน๊อค ออกแบบสไตล์เรซซิ่ง ติดตั้งบลูทูธได้ ซับในถอดซักได้ เลนส์คู่ ใช้ได้ทุกฤดูกาล สำหรับผู้ชายและผู้หญิง หมวกกันน็อคเต็มใบ,,riding_gear,TRUE,TRUE,,,https://s.shopee.co.th/8V6QLMN1VM,https://shopee.co.th/VGV-%E0%B8%AB%E0%B8%A1%E0%B8%A7%E0%B8%81%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%8A%E0%B8%AD%E0%B8%84-%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B8%AA%E0%B9%84%E0%B8%95%E0%B8%A5%E0%B9%8C%E0%B9%80%E0%B8%A3%E0%B8%8B%E0%B8%8B%E0%B8%B4%E0%B9%88%E0%B8%87-%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B8%95%E0%B8%B1%E0%B9%89%E0%B8%87%E0%B8%9A%E0%B8%A5%E0%B8%B9%E0%B8%97%E0%B8%B9%E0%B8%98%E0%B9%84%E0%B8%94%E0%B9%89-%E0%B8%8B%E0%B8%B1%E0%B8%9A%E0%B9%83%E0%B8%99%E0%B8%96%E0%B8%AD%E0%B8%94%E0%B8%8B%E0%B8%B1%E0%B8%81%E0%B9%84%E0%B8%94%E0%B9%89-%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C%E0%B8%84%E0%B8%B9%E0%B9%88-%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B9%84%E0%B8%94%E0%B9%89%E0%B8%97%E0%B8%B8%E0%B8%81%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%81%E0%B8%B2%E0%B8%A5-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%8A%E0%B8%B2%E0%B8%A2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%AB%E0%B8%8D%E0%B8%B4%E0%B8%87-%E0%B8%AB%E0%B8%A1%E0%B8%A7%E0%B8%81%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%87%E0%B8%AD%E0%B8%84%E0%B9%80%E0%B8%95%E0%B9%87%E0%B8%A1%E0%B9%83%E0%B8%9A-i.1143173247.17896926486
118,หมวกกันน็อคมอเตอร์ไซค์ทั้งชายและหญิง หมวกกันน็อคมอเตอร์ไซค์คุณภาพสูง วัสดุป้องกันหมอก HD เป็นมิตรกับสิ่งแวดล้อม สะดวกสบา,,riding_gear,TRUE,TRUE,,210.0,https://s.shopee.co.th/2g8dOercr0,https://shopee.co.th/%E0%B8%AB%E0%B8%A1%E0%B8%A7%E0%B8%81%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%87%E0%B8%AD%E0%B8%84%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C%E0%B8%97%E0%B8%B1%E0%B9%89%E0%B8%87%E0%B8%8A%E0%B8%B2%E0%B8%A2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%AB%E0%B8%8D%E0%B8%B4%E0%B8%87-%E0%B8%AB%E0%B8%A1%E0%B8%A7%E0%B8%81%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%87%E0%B8%AD%E0%B8%84%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%AA%E0%B8%B9%E0%B8%87-%E0%B8%A7%E0%B8%B1%E0%B8%AA%E0%B8%94%E0%B8%B8%E0%B8%9B%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%81-HD-%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%99%E0%B8%A1%E0%B8%B4%E0%B8%95%E0%B8%A3%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B8%AA%E0%B8%B4%E0%B9%88%E0%B8%87%E0%B9%81%E0%B8%A7%E0%B8%94%E0%B8%A5%E0%B9%89%E0%B8%AD%E0%B8%A1-%E0%B8%AA%E0%B8%B0%E0%B8%94%E0%B8%A7%E0%B8%81%E0%B8%AA%E0%B8%9A%E0%B8%B2-i.1253773184.45411338716
119,หมวกกันน็อคครึ่งใบ หมวกกันน็อคมอเตอร์ไซค์วินเทจ Retro Racer Scooter สีดําด้าน EPS ซับใน DOT ได้รับการรับรอง,,riding_gear,TRUE,TRUE,,331.0,https://s.shopee.co.th/4AxRBQwr20,https://shopee.co.th/%E0%B8%AB%E0%B8%A1%E0%B8%A7%E0%B8%81%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%87%E0%B8%AD%E0%B8%84%E0%B8%84%E0%B8%A3%E0%B8%B6%E0%B9%88%E0%B8%87%E0%B9%83%E0%B8%9A-%E0%B8%AB%E0%B8%A1%E0%B8%A7%E0%B8%81%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%87%E0%B8%AD%E0%B8%84%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C%E0%B8%A7%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%97%E0%B8%88-Retro-Racer-Scooter-%E0%B8%AA%E0%B8%B5%E0%B8%94%E0%B9%8D%E0%B8%B2%E0%B8%94%E0%B9%89%E0%B8%B2%E0%B8%99-EPS-%E0%B8%8B%E0%B8%B1%E0%B8%9A%E0%B9%83%E0%B8%99-DOT-%E0%B9%84%E0%B8%94%E0%B9%89%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%A3%E0%B8%AD%E0%B8%87-i.952141975.25492975885
120,หมวกกันน็อคเต็มใบ รุ่น DX ( Size S-XXL ) รับประกัน ส่งตรงจากโรงงาน,,riding_gear,TRUE,TRUE,,,https://s.shopee.co.th/5q5fAWcZTV,https://shopee.co.th/%E0%B8%AB%E0%B8%A1%E0%B8%A7%E0%B8%81%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%87%E0%B8%AD%E0%B8%84%E0%B9%80%E0%B8%95%E0%B9%87%E0%B8%A1%E0%B9%83%E0%B8%9A-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99-DX-(-Size-S-XXL-)-%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B1%E0%B8%99-%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B8%95%E0%B8%A3%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99-i.33525995.13696827538
